machine_id,machine_type,plant_section,shift,maintenance_plan,temperature_c,vibration_mm_s,pressure_bar,operating_hours,days_since_service,load_percent,alarm_count_30d,critical_failure_30d
M-201103,Fan,Process-B,Day,Minimal,,0.6646,6.726,1113.81,217.79,99.34,0,0
M-201104,Motor,Process-B,Day,Minimal,67.279,0.9792,4.463,2428.46,110.58,59.427,1,0
M-201105,Compressor,Packaging,Day,Standard,61.351,1.587,7.901,7667.6,,76.392,1,0
M-201106,Compressor,Process-A,Day,Standard,61.805,1.6188,6.145,3902.11,,81.238,1,0
M-201107,Fan,Process-A,Night,Standard,,1.8811,7.732,2738.67,47.51,56.292,0,0
M-201108,Pump,Storage,Night,Standard,55.776,2.7688,6.097,3735.07,143.21,82.525,1,0
M-201109,Motor,Utilities,Evening,Standard,74.27,1.7126,5.898,4794.1,55.24,58.674,2,0
M-201110,Fan,Process-B,,Enhanced,81.06,1.207,7.532,1509.37,85.51,,2,0
M-201111,Fan,Process-B,Evening,Standard,60.935,,9.563,3435.35,259.38,90.568,1,0
M-201112,Pump,Packaging,Evening,Enhanced,75.683,2.1302,4.843,2066.88,73.37,55.11,2,0
M-201113,Compressor,Process-A,Night,Standard,68.375,0.7446,5.242,4825.63,126.29,,1,0
M-201114,Motor,Packaging,Night,Standard,53.1,2.6848,2.763,3924.0,69.27,67.837,1,0
M-201115,Fan,Utilities,Night,,68.857,,8.263,4554.07,163.09,56.483,2,0
M-201116,Compressor,Utilities,Night,Enhanced,81.311,2.2801,4.576,2749.77,76.15,70.285,0,0
M-201117,Pump,Process-B,Day,Standard,83.285,0.6763,7.728,9722.19,103.27,97.335,3,0
M-201118,Motor,Utilities,Evening,Minimal,62.742,0.8674,6.586,3128.39,39.28,67.313,1,0
M-201119,Compressor,Process-A,Night,Standard,66.778,3.4436,6.994,7772.06,147.02,61.693,0,1
M-201120,Compressor,,Night,Enhanced,54.187,,5.951,6801.52,55.27,55.67,1,0
M-201121,Motor,Storage,Day,Standard,63.29,,4.44,798.86,42.24,53.377,1,0
M-201122,Pump,Process-A,Day,Enhanced,78.843,0.7268,7.74,8112.1,16.95,,2,0
M-201123,Fan,Utilities,Day,Standard,72.052,1.4474,8.162,9135.73,100.07,,2,0
M-201124,Pump,Utilities,Day,,73.326,3.0004,7.322,9222.28,188.64,81.077,0,1
M-201125,Pump,Packaging,Evening,Standard,69.157,2.3471,5.866,3746.96,14.82,69.636,1,0
M-201126,Fan,Packaging,Night,Standard,65.631,1.9314,8.135,1877.29,113.27,67.651,0,0
M-201127,Fan,Process-A,Evening,Standard,64.139,1.3823,5.583,2594.49,183.65,70.816,1,0
M-201128,Compressor,Packaging,Day,Minimal,72.74,1.8541,8.037,8109.26,122.44,87.409,4,0
M-201129,Pump,Packaging,Evening,Minimal,63.301,0.9267,6.02,2674.3,101.48,94.199,2,0
M-201130,Compressor,Packaging,Evening,Standard,64.199,1.7696,5.735,4405.28,36.68,58.168,1,0
M-201131,Fan,Packaging,Evening,Standard,75.009,1.1077,8.469,4374.59,171.55,74.662,2,0
M-201132,Compressor,,Day,Standard,59.754,1.9007,4.852,9022.77,79.06,64.329,0,0
M-201133,Compressor,Process-B,Day,Minimal,62.849,1.6995,6.869,3605.25,118.52,68.685,5,0
M-201134,Pump,Packaging,Night,Standard,66.941,3.1547,5.237,4833.54,,56.1,0,0
M-201135,Motor,Utilities,Night,Standard,72.704,1.0771,8.187,3929.86,116.45,65.998,2,0
M-201136,Pump,Utilities,Day,Standard,61.926,1.3342,6.571,4985.09,49.97,,5,0
M-201137,Motor,Storage,Day,Standard,69.334,1.5678,6.35,,69.39,71.914,2,0
M-201138,Motor,Process-B,Evening,Standard,69.286,0.961,6.181,1425.27,128.57,79.884,3,0
M-201139,Motor,Utilities,Day,Enhanced,84.596,1.4556,5.581,547.17,155.62,107.379,2,0
M-201140,Compressor,Process-A,Day,Standard,,1.4714,7.774,11017.0,48.76,83.345,2,0
M-201141,Motor,Process-B,Day,,75.704,2.9855,7.651,8465.7,92.46,,1,1
M-201142,Motor,Process-A,Evening,Enhanced,67.309,0.974,3.807,8579.31,,68.964,2,0
M-201143,Compressor,Storage,Night,Enhanced,80.95,1.4752,6.395,8852.94,57.0,26.188,1,0
M-201144,Motor,Process-B,Evening,Minimal,65.307,1.5013,8.181,1540.12,140.52,65.277,1,0
M-201145,Motor,Packaging,Day,Minimal,58.33,2.2866,6.357,3128.09,40.06,,1,0
M-201146,Motor,Packaging,Day,Minimal,74.562,2.1092,4.016,10444.42,34.29,75.115,1,0
M-201147,Pump,Packaging,Day,Minimal,50.209,1.0298,6.405,3939.97,26.43,,2,0
M-201148,Pump,Process-B,Day,Standard,69.135,1.3421,8.308,8011.12,322.85,,1,1
M-201149,Compressor,Packaging,Evening,,57.385,0.438,4.549,9679.37,106.33,82.942,2,0
M-201150,Motor,Utilities,Evening,Standard,80.609,2.5576,,5541.75,174.04,78.541,2,1
M-201151,Pump,Process-A,Day,Standard,,2.2585,5.705,8559.46,64.59,44.149,1,0
M-201152,Compressor,Process-A,Day,Minimal,66.991,1.4599,8.374,6390.95,71.98,62.471,0,0
M-201153,Pump,Process-B,Evening,Standard,,2.2621,7.319,,,60.157,3,0
M-201154,,Utilities,Day,Minimal,62.35,3.0196,6.156,1835.46,212.63,73.48,1,0
M-201155,Motor,Process-B,Day,Standard,66.616,3.5476,4.642,5051.74,72.37,89.41,1,1
M-201156,Motor,Process-A,Night,Minimal,66.417,2.0989,5.969,1504.98,52.87,93.122,2,0
M-201157,Motor,Utilities,Night,Minimal,66.985,1.1017,10.482,17067.25,53.53,56.189,1,0
M-201158,Fan,,Day,Standard,69.334,1.1122,6.291,5437.2,8.4,71.066,2,0
M-201159,Pump,Process-B,Evening,Standard,71.421,3.142,4.686,2170.05,20.26,,3,0
M-201160,Motor,Process-B,Night,,73.839,2.4729,6.733,1929.05,55.37,47.588,1,0
M-201161,Motor,Process-B,Day,Standard,80.794,,4.572,2581.04,29.48,61.792,0,0
M-201162,Fan,Process-B,Evening,Standard,,1.7455,4.034,12035.02,90.85,44.859,2,0
M-201163,Pump,Utilities,Day,Enhanced,63.308,1.3871,8.225,10770.07,186.07,79.775,3,0
M-201164,Motor,Process-B,Day,Enhanced,79.003,1.7149,6.111,14957.28,152.07,67.418,2,1
M-201165,Pump,Utilities,Day,Standard,73.715,1.0546,6.837,6612.85,40.37,76.271,2,0
M-201166,Pump,Utilities,Night,Standard,75.869,1.2589,8.28,1451.67,84.18,83.418,1,0
M-201167,Pump,Storage,Day,,83.896,,7.098,13540.33,136.73,100.741,1,1
M-201168,Motor,Process-A,Day,Standard,66.824,1.2441,6.351,7097.57,25.97,66.324,2,0
M-201169,Motor,Packaging,Evening,Enhanced,77.986,1.2527,3.944,12962.14,,97.866,0,0
M-201170,Pump,Process-A,,Enhanced,64.806,2.875,7.004,2548.8,68.36,65.213,3,0
M-201171,Compressor,Utilities,Night,Minimal,66.284,2.1497,4.893,525.38,86.14,80.446,4,1
M-201172,Compressor,Utilities,Evening,Minimal,85.4,2.227,5.001,7512.74,115.65,,2,1
M-201173,Fan,Utilities,Evening,Standard,48.604,1.9758,8.703,2681.56,140.14,70.632,2,0
M-201174,,Storage,Night,Standard,75.785,3.5373,8.202,3480.09,58.1,61.124,0,0
M-201175,Motor,Process-A,Day,Standard,59.822,1.5238,10.489,3886.06,144.69,110.0,1,0
M-201176,Motor,Packaging,Day,Standard,79.869,,4.342,5873.01,77.7,76.325,2,0
M-201177,Motor,Storage,Day,Enhanced,76.304,1.7878,7.485,6079.69,,61.599,3,0
M-201178,Pump,Utilities,Evening,Standard,80.04,1.8956,3.084,5679.33,108.01,,3,0
M-201179,Pump,,Night,Standard,71.046,8.0,8.021,3217.36,91.89,46.619,1,1
M-201180,Compressor,Storage,Evening,Standard,54.547,,5.744,3154.24,114.91,58.127,0,0
M-201181,Motor,Process-B,,Standard,60.043,2.683,9.807,12031.51,80.79,50.934,1,0
M-201182,Motor,Process-B,Evening,Standard,77.997,2.8571,,7399.97,132.45,56.682,1,0
M-201183,Compressor,Process-A,Day,Enhanced,75.339,2.3136,7.942,5199.67,92.78,59.102,5,0
M-201184,Motor,Process-B,Evening,Standard,67.473,1.7734,6.687,,59.47,47.86,2,1
M-201185,Pump,Packaging,Evening,Standard,76.426,1.1332,7.018,2508.69,85.11,72.417,1,0
M-201186,Pump,Process-A,Night,Minimal,72.453,,6.34,7680.52,29.56,78.385,0,0
M-201187,Pump,Process-B,Evening,Minimal,45.956,1.3396,4.414,4966.22,,81.929,,0
M-201188,Motor,Packaging,Evening,Enhanced,73.611,1.9412,4.757,5321.15,20.43,84.381,5,0
M-201189,Pump,Process-A,Day,Standard,66.899,1.3098,5.637,2237.95,113.24,51.25,1,0
M-201190,Motor,Process-B,Day,Standard,67.513,2.9181,3.852,3962.35,28.36,89.31,2,0
M-201191,Motor,Packaging,Day,Standard,66.152,1.8127,8.272,1948.2,129.48,73.44,1,0
M-201192,Fan,Process-A,Day,Enhanced,69.024,1.1612,5.818,4828.29,39.22,80.742,2,0
M-201193,Compressor,Storage,,Standard,64.061,0.9645,5.141,3528.05,146.82,57.318,3,0
M-201194,Pump,Process-A,Evening,Standard,68.947,3.3138,5.411,4554.64,89.98,72.223,2,0
M-201195,Pump,Process-A,Evening,Standard,55.368,1.3565,6.631,8046.12,33.26,71.721,0,0
M-201196,Motor,Packaging,Evening,Standard,83.343,1.7899,9.548,4303.79,135.75,99.187,1,0
M-201197,Motor,Packaging,Night,Standard,,3.1058,8.783,3340.91,109.01,60.448,4,0
M-201198,Motor,Packaging,Evening,Enhanced,58.918,,5.335,8722.11,57.89,68.048,3,0
M-201199,Compressor,Packaging,Night,Standard,71.105,0.7219,6.95,10358.59,166.48,76.221,1,0
M-201200,Motor,Process-A,Night,Minimal,69.256,1.3078,6.982,3817.6,88.04,96.576,1,0
M-201201,Motor,Process-A,Night,Enhanced,79.834,4.1525,4.846,8225.91,171.73,101.689,0,1
M-201202,Compressor,Utilities,Day,Minimal,76.194,,6.172,5758.06,116.95,83.968,3,0
M-201203,Pump,Process-B,Day,Enhanced,52.497,1.6186,7.304,6279.42,118.24,80.411,4,0
M-201204,Motor,Storage,Day,Standard,67.123,1.1542,6.405,7292.55,179.84,61.347,2,0
M-201205,Motor,Process-B,Evening,Standard,44.837,1.3039,5.936,3660.77,31.2,75.889,0,0
M-201206,Fan,Packaging,Day,Minimal,59.578,2.3761,9.69,5328.81,26.11,61.165,1,0
M-201207,Motor,Process-A,Evening,Standard,77.386,,6.332,3642.24,66.61,62.026,1,0
M-201208,Pump,Packaging,Evening,Standard,51.425,1.6918,3.715,2096.17,88.74,72.327,2,0
M-201209,Fan,Process-A,Night,Standard,82.73,1.2654,,3455.76,40.88,78.341,1,0
M-201210,Pump,Process-B,Evening,Enhanced,70.985,,7.263,8027.84,37.52,86.373,2,0
M-201211,Motor,Process-B,Night,Standard,64.131,0.9473,5.976,3708.66,61.6,56.727,1,0
M-201212,Motor,Process-A,Evening,Minimal,67.976,2.2272,9.916,10953.22,35.98,58.459,1,0
M-201213,Motor,Process-A,Day,Standard,59.002,3.3221,8.484,8846.91,56.72,58.619,3,0
M-201214,,Process-A,Day,Minimal,44.388,2.3562,5.98,3768.67,46.6,56.603,1,0
M-201215,Compressor,Process-A,Day,Standard,65.514,1.5636,7.14,7738.55,45.65,71.187,4,1
M-201216,Fan,Process-A,Night,Standard,70.236,1.7247,9.066,3536.74,23.38,90.117,1,0
M-201217,Compressor,Utilities,Evening,Standard,66.793,1.7238,7.594,4960.35,127.64,26.157,1,0
M-201218,Motor,Process-A,Night,Minimal,75.878,2.5872,6.766,2382.33,116.57,86.163,2,1
M-201219,Compressor,Packaging,Day,Standard,76.104,2.4146,5.723,9616.24,73.15,72.608,2,0
M-201220,Pump,Process-B,Day,Standard,70.801,1.5259,4.805,3701.2,67.24,74.112,3,0
M-201221,Motor,Storage,Evening,Standard,62.816,1.4753,5.46,2788.8,149.0,70.457,5,0
M-201222,Fan,Process-A,Night,Minimal,63.199,1.1306,7.865,4014.41,101.7,110.0,1,0
M-201223,Pump,Storage,Day,Minimal,74.585,1.8595,7.204,5108.44,185.36,65.923,1,0
M-201224,Compressor,Utilities,Day,Standard,68.232,2.1527,6.702,5404.64,111.34,61.81,0,0
M-201225,Motor,Storage,Night,Standard,77.673,3.1805,7.98,,83.65,57.329,1,0
M-201226,Compressor,Utilities,Evening,Standard,67.317,1.5732,6.804,7783.12,182.56,55.23,0,1
M-201227,Fan,Process-B,Day,Minimal,,1.4674,6.729,3383.27,27.22,,1,0
M-201228,Fan,Process-A,Evening,Enhanced,,2.2152,4.783,,73.61,69.829,0,0
M-201229,Fan,Utilities,Day,Standard,53.432,1.3622,7.928,7122.01,,60.394,3,0
M-201230,Motor,Process-A,Night,Standard,68.605,0.881,5.732,1700.17,29.07,65.784,2,1
M-201231,Compressor,Process-A,Evening,Minimal,66.519,,6.928,7530.41,141.38,50.727,3,0
M-201232,Fan,Packaging,Night,Standard,55.186,2.2475,2.805,3250.31,90.54,56.347,0,0
M-201233,Fan,Utilities,Evening,Enhanced,56.406,3.4669,7.308,14662.6,128.38,71.451,1,0
M-201234,Compressor,Utilities,Night,,65.043,0.9836,6.971,2940.14,,,2,0
M-201235,Compressor,Utilities,Day,,59.777,1.9575,7.969,10866.62,34.2,38.801,0,0
M-201236,Motor,Process-A,Day,Standard,74.964,2.6386,6.123,2047.73,15.28,41.598,0,0
M-201237,Compressor,Process-B,Day,Minimal,62.198,2.5434,5.223,4697.55,55.28,66.406,1,0
M-201238,Pump,Process-B,Night,Standard,52.987,1.4603,6.241,13426.34,159.56,71.276,1,1
M-201239,,Utilities,Night,Standard,80.309,2.9693,6.81,8447.29,,79.982,1,0
M-201240,Fan,Utilities,Night,Standard,68.001,1.4281,4.89,1164.12,153.34,83.916,4,0
M-201241,Pump,Process-A,Day,Minimal,57.652,1.6864,8.455,2909.1,65.9,98.015,2,0
M-201242,Motor,Packaging,Night,Enhanced,59.164,1.6349,6.74,3058.25,25.5,89.288,1,0
M-201243,Compressor,Process-A,Evening,Enhanced,72.509,1.1092,6.568,3975.96,80.54,61.173,0,0
M-201244,Motor,Utilities,Day,Enhanced,49.802,1.785,6.187,4767.93,6.99,67.021,3,0
M-201245,Fan,Utilities,Evening,Enhanced,64.696,1.0341,7.332,3966.65,91.98,,0,0
M-201246,Pump,Process-A,Day,Standard,73.724,3.368,7.15,4834.15,11.74,29.909,2,0
M-201247,Compressor,Packaging,Day,Standard,70.759,1.3151,5.791,3352.92,97.62,71.071,2,0
M-201248,,Packaging,Night,Standard,72.388,1.2953,3.796,7414.87,43.55,89.671,2,0
M-201249,Motor,Utilities,Day,Enhanced,74.284,1.6207,,3880.35,91.31,60.042,1,0
M-201250,Fan,Process-B,Night,Standard,69.679,2.9737,5.701,4918.52,131.49,64.515,0,0
M-201251,Compressor,Process-B,Day,Standard,73.931,1.6175,7.123,10438.03,194.25,,2,0
M-201252,Fan,Process-B,Evening,Enhanced,59.309,3.3892,6.305,2258.75,75.56,76.818,3,0
M-201253,Pump,Process-B,Day,Minimal,51.052,1.8741,7.635,2741.22,148.24,65.078,2,0
M-201254,Fan,Packaging,Day,Standard,61.298,2.3777,5.762,6487.42,93.2,71.747,2,0
M-201255,Pump,Process-B,Night,Minimal,61.406,2.6406,6.767,4070.33,47.98,57.567,1,0
M-201256,Motor,Process-A,Evening,Standard,61.515,1.6087,6.789,2122.88,117.18,95.921,2,0
M-201257,Pump,Process-B,Evening,Enhanced,60.661,2.4872,7.502,3291.96,159.45,95.183,2,0
M-201258,Motor,Process-A,Day,Enhanced,68.77,0.9181,7.276,6381.85,,103.045,0,0
M-201259,Pump,Process-B,Day,Standard,69.511,1.3949,7.265,5845.03,114.19,66.73,1,0
M-201260,,Process-A,Evening,Enhanced,80.04,2.258,4.289,13580.97,43.5,59.635,1,0
M-201261,Pump,Process-B,Day,Standard,53.221,,8.574,5207.29,43.36,54.906,2,0
M-201262,Pump,Process-A,Night,Standard,70.515,1.5271,3.923,6515.34,57.26,58.374,1,0
M-201263,Pump,Process-A,Evening,Standard,65.71,2.0338,6.218,2168.45,,86.383,2,0
M-201264,Motor,Packaging,Evening,Enhanced,76.17,1.3468,7.052,,13.93,68.587,2,0
M-201265,Motor,Packaging,Day,Standard,47.485,1.2138,7.692,3500.37,121.04,70.995,1,0
M-201266,Motor,Process-B,Day,Standard,60.22,1.0969,8.318,3020.29,76.81,91.824,2,0
M-201267,Motor,Process-A,Day,Enhanced,68.376,2.61,8.233,6751.07,,81.641,2,0
M-201268,Motor,Process-A,Night,Enhanced,64.91,2.6152,5.979,1780.35,46.81,72.681,2,0
M-201269,Pump,Utilities,Evening,Standard,61.631,1.1083,7.978,2099.77,146.98,76.511,1,0
M-201270,Pump,Process-B,Night,Minimal,36.425,2.3896,6.089,6885.49,144.84,98.936,2,0
M-201271,Compressor,Process-A,Evening,Standard,65.665,1.7016,7.273,2663.6,78.22,97.877,0,0
M-201272,Compressor,Storage,Day,Minimal,62.314,1.682,5.497,7993.37,77.17,79.097,0,0
M-201273,Motor,Process-B,Day,Standard,61.604,1.2399,6.454,6809.53,35.26,78.353,1,0
M-201274,Compressor,Packaging,Day,Minimal,,1.7856,6.616,4189.33,39.75,66.3,0,0
M-201275,Pump,Packaging,Day,Standard,67.362,0.9193,6.029,2708.63,126.13,70.339,3,0
M-201276,Pump,Process-B,Day,Standard,44.224,,7.751,5926.65,41.93,63.594,3,0
M-201277,Compressor,Process-A,Day,Standard,68.022,1.5008,6.737,8366.05,68.75,91.808,1,0
M-201278,Pump,Process-A,Day,Standard,68.409,,7.127,8630.05,56.73,83.491,1,0
M-201279,Fan,Packaging,Day,Standard,62.675,3.5741,,5569.87,244.98,67.64,1,1
M-201280,Fan,Process-B,Night,Standard,72.164,1.9479,7.229,4701.7,47.4,78.224,2,0
M-201281,Pump,Packaging,Day,Standard,67.657,,4.865,1978.26,52.87,78.007,3,0
M-201282,Compressor,Storage,Day,Standard,48.533,1.5506,6.574,4087.81,89.04,70.788,1,0
M-201283,Motor,Utilities,,Enhanced,76.923,2.8044,5.56,5868.22,101.46,77.514,1,0
M-201284,Compressor,Storage,Evening,Minimal,69.448,0.6666,6.95,6520.52,,61.353,1,0
M-201285,Pump,Process-B,Evening,Standard,80.119,1.2061,6.849,6367.61,24.44,81.141,1,0
M-201286,Motor,Process-B,Night,Standard,73.146,2.9803,6.736,8300.09,146.54,75.792,1,1
M-201287,Motor,Process-B,Day,Minimal,,,,5794.33,,68.392,2,0
M-201288,Pump,Process-A,Day,Minimal,51.799,0.8995,5.929,2853.07,118.82,58.69,0,0
M-201289,Compressor,Process-B,Day,Standard,59.27,1.2287,6.751,6127.91,77.95,59.724,0,0
M-201290,Pump,,Night,Standard,55.775,1.7287,7.071,1177.57,63.88,56.555,1,0
M-201291,Pump,Process-B,Evening,Standard,56.298,1.0878,7.666,614.03,68.4,82.062,2,0
M-201292,Motor,,Day,Minimal,61.152,2.8823,5.556,5084.22,99.47,,3,0
M-201293,Compressor,Packaging,Day,,61.907,0.7614,6.223,4637.68,35.02,94.005,5,0
M-201294,Fan,Process-A,Day,Standard,90.912,2.0398,7.048,4493.52,57.74,99.03,2,0
M-201295,Fan,Utilities,Evening,Standard,78.204,0.721,7.324,,53.18,75.993,0,0
M-201296,,Process-B,Day,Standard,61.343,1.6879,,2114.09,103.9,78.178,1,0
M-201297,Pump,Process-A,Evening,Standard,63.028,2.5308,6.338,4373.8,136.84,,0,0
M-201298,Pump,Utilities,Evening,Enhanced,59.628,2.2702,4.661,2685.58,45.28,64.771,2,0
M-201299,Compressor,Utilities,Night,Standard,82.357,0.9668,5.437,9841.85,,100.804,2,0
M-201300,Motor,Packaging,,,52.343,,6.899,2911.76,64.92,53.372,4,0
M-201301,Pump,Process-A,Day,,78.449,1.1763,6.052,2612.92,93.85,54.683,3,0
M-201302,Fan,Process-B,Evening,Standard,66.15,1.9242,6.139,6081.3,60.44,29.903,3,0
M-201303,Pump,Process-A,Day,Enhanced,62.414,3.449,,7018.78,,59.953,1,1
M-201304,Motor,Process-A,Night,Standard,65.552,2.1378,8.513,2032.14,49.89,63.541,2,0
M-201305,Fan,Process-B,Night,Standard,66.101,1.3571,9.171,1857.95,63.67,62.979,,0
M-201306,Motor,Utilities,Evening,Enhanced,64.952,3.1083,4.014,7693.99,85.98,99.406,2,0
M-201307,Motor,,Night,Standard,58.362,,5.856,2417.08,92.2,81.472,2,0
M-201308,Motor,Packaging,Day,Enhanced,50.469,2.3836,7.085,12775.29,34.26,108.873,3,0
M-201309,,Process-B,Night,Standard,63.831,2.2701,5.811,6528.55,129.36,57.584,0,0
M-201310,Compressor,Utilities,Evening,Enhanced,58.35,,7.44,4273.59,29.7,100.605,0,0
M-201311,Pump,Storage,Evening,Standard,72.357,1.0231,10.019,5108.96,23.94,86.294,1,0
M-201312,Fan,Process-A,Day,Standard,74.947,4.0737,5.946,4943.24,26.27,61.806,2,0
M-201313,Compressor,Utilities,Day,Standard,74.823,2.2529,8.464,10145.55,184.32,81.185,3,1
M-201314,,Utilities,Day,Enhanced,61.658,1.5118,6.6,8182.87,158.83,93.718,0,0
M-201315,Compressor,Process-A,Night,Standard,71.715,1.6166,4.566,6542.7,94.76,61.658,2,0
M-201316,Pump,Process-A,Evening,Minimal,66.008,3.7452,6.016,3949.05,136.1,,1,0
M-201317,Pump,Packaging,Evening,Standard,,1.6022,,8676.96,115.88,85.601,0,0
M-201318,Compressor,Process-B,Day,Standard,81.079,3.5295,7.086,2422.23,,94.171,2,1
M-201319,Fan,,Evening,Standard,64.981,2.4695,5.87,2003.52,88.04,75.611,1,0
M-201320,Pump,Process-A,Day,Enhanced,64.222,1.1751,6.006,4410.17,75.24,59.097,0,0
M-201321,Motor,Utilities,Day,Enhanced,57.981,1.3285,3.904,1727.57,58.16,78.438,1,0
M-201322,Motor,Process-A,Day,Enhanced,86.233,,7.59,2215.29,123.12,88.618,1,0
M-201323,Fan,Process-A,Night,Enhanced,80.883,2.126,6.348,9770.21,128.86,59.421,2,0
M-201324,Compressor,Process-A,Evening,Standard,53.849,,6.744,7400.94,84.07,,2,0
M-201325,Fan,Packaging,,Standard,69.85,3.3744,,1328.02,,42.825,0,0
M-201326,Pump,Process-A,Day,Enhanced,64.987,2.1887,7.299,4936.13,,,1,0
M-201327,Fan,Process-B,Day,Enhanced,63.884,1.1492,7.869,1793.98,175.57,67.321,0,0
M-201328,Motor,Process-B,Evening,Standard,66.924,1.3958,6.923,4095.13,22.83,80.277,2,0
M-201329,Pump,Process-B,Night,Standard,57.721,1.3711,6.818,1792.1,165.71,57.562,3,0
M-201330,Motor,Process-A,Night,Standard,62.276,3.043,5.892,9301.77,65.22,63.294,2,1
M-201331,Compressor,Utilities,Day,Standard,66.18,2.5662,8.217,3630.35,19.7,65.302,1,0
M-201332,Motor,Process-A,Day,Standard,59.334,0.8371,7.489,6861.36,107.89,87.742,1,0
M-201333,Compressor,Packaging,Day,Standard,59.542,2.1524,7.595,8323.88,176.45,,3,0
M-201334,,,Day,Minimal,81.024,1.9911,5.595,7543.93,,92.004,0,0
M-201335,Motor,Utilities,Day,Standard,76.558,1.1928,10.106,3103.38,85.66,58.575,4,1
M-201336,Compressor,Process-B,Evening,Standard,74.629,0.9791,6.783,1765.22,78.56,49.98,1,0
M-201337,Fan,Process-B,Day,Standard,72.428,1.8637,7.69,,65.47,45.532,0,0
M-201338,Fan,Process-A,Day,Minimal,70.399,1.3835,8.071,4292.65,52.94,80.334,0,0
M-201339,,Utilities,Night,Enhanced,72.196,1.9128,4.857,5787.87,,77.68,3,0
M-201340,Motor,Utilities,Evening,Standard,78.168,1.0702,6.528,863.16,37.48,110.0,2,0
M-201341,Motor,,Night,Minimal,74.47,2.2774,7.347,6707.45,25.65,46.344,2,0
M-201342,Compressor,Process-A,Day,Standard,80.254,1.6075,8.233,880.72,41.09,65.268,1,0
M-201343,Motor,Storage,Night,Standard,,1.7912,7.21,6082.09,104.3,55.344,0,0
M-201344,Compressor,Storage,Evening,Standard,70.127,2.119,9.143,1595.59,65.81,53.114,2,0
M-201345,Fan,Utilities,Day,Standard,66.781,,9.189,2359.24,50.41,32.999,4,0
M-201346,Pump,Storage,Day,Standard,63.038,,7.985,1923.33,137.22,65.962,0,0
M-201347,Compressor,Utilities,Evening,Standard,70.194,0.9711,6.546,14444.44,109.17,71.675,3,0
M-201348,Motor,Packaging,Day,Standard,63.619,2.7073,5.124,7873.2,30.99,66.604,1,1
M-201349,Pump,Utilities,Evening,Standard,,1.7913,7.28,3599.86,64.82,68.337,3,0
M-201350,Motor,Process-A,Night,Minimal,74.201,4.3811,4.538,1682.88,55.54,55.916,3,0
M-201351,Compressor,Process-A,Day,Enhanced,83.632,0.7558,6.224,4633.38,119.83,67.364,2,0
M-201352,Compressor,Process-A,Night,Standard,55.545,1.4294,4.642,7700.29,62.42,98.995,5,1
M-201353,Compressor,Process-B,Evening,Enhanced,69.45,2.1359,,610.01,,54.623,0,0
M-201354,Fan,Process-B,Evening,Enhanced,76.711,2.4265,6.888,7303.11,99.91,54.247,,0
M-201355,Motor,Process-B,Day,Enhanced,76.976,,6.174,1728.75,5.08,92.573,1,0
M-201356,Motor,Storage,Evening,Standard,54.225,1.5147,9.159,2871.0,38.5,70.423,2,0
M-201357,Motor,Packaging,Evening,Enhanced,64.602,,6.439,3647.19,26.0,87.001,0,0
M-201358,Compressor,Process-A,Evening,Standard,63.137,1.647,7.85,2966.3,116.19,68.337,2,0
M-201359,Compressor,Process-B,Evening,Standard,71.877,2.5901,6.821,2017.32,51.18,47.812,2,0
M-201360,Compressor,Process-A,Day,Minimal,66.916,1.7116,2.281,1489.27,33.56,71.495,1,0
M-201361,,Process-B,Evening,Enhanced,80.58,1.0845,4.968,3106.59,128.86,61.158,3,0
M-201362,Motor,Process-B,Evening,Standard,89.398,3.4944,6.262,4896.7,90.19,64.297,1,0
M-201363,Motor,Process-B,Day,Minimal,70.18,,8.029,5745.85,85.87,73.904,1,0
M-201364,Pump,Storage,Night,Standard,62.228,,6.609,3147.87,19.24,64.03,1,0
M-201365,Compressor,Packaging,Night,Standard,63.809,3.4228,6.643,4601.41,27.61,49.302,2,0
M-201366,Pump,Process-A,Night,Standard,60.47,2.3548,6.168,13452.59,36.62,73.464,3,0
M-201367,Pump,Packaging,Day,Standard,75.512,1.5928,6.322,10309.77,118.56,64.975,1,0
M-201368,Motor,Process-A,Day,Standard,72.449,0.8721,5.25,6796.3,129.88,89.515,0,0
M-201369,Pump,Process-A,Day,Standard,75.99,1.4531,8.353,4725.63,103.28,77.406,,0
M-201370,Pump,Process-A,Day,Standard,84.97,1.5959,5.695,3516.79,218.59,74.452,0,1
M-201371,Fan,Packaging,Day,Standard,85.777,1.8411,6.576,11903.54,40.01,77.973,0,0
M-201372,Compressor,Process-B,,Enhanced,81.862,2.6246,3.585,14557.33,71.01,78.672,0,0
M-201373,Motor,Utilities,Evening,Standard,77.83,1.1391,8.831,3684.58,79.68,80.717,0,0
M-201374,Motor,Packaging,Day,Minimal,66.461,1.7707,7.738,1438.93,50.1,80.544,2,0
M-201375,Compressor,Process-A,Evening,,77.888,0.9096,5.85,3471.93,120.07,73.879,1,0
M-201376,Fan,Storage,Evening,Standard,65.352,1.1017,4.716,7248.05,117.76,63.003,2,0
M-201377,Pump,Packaging,Evening,Minimal,80.828,1.7111,7.567,6197.75,56.01,75.323,3,0
M-201378,Motor,Packaging,Day,Minimal,77.56,1.287,6.3,5204.28,54.11,79.615,1,0
M-201379,Compressor,Process-B,Night,Standard,83.715,1.6165,7.178,2000.94,110.31,,1,1
