record_id,machine_type,shift,plant_area,load_percent,temperature_c,vibration_mm_s,age_years,days_since_service,operating_hours,prior_failures,maintenance_duration_hours
REC-01093,Motor,Evening,Process-B,59.228,50.093,4.468,3.989,42.06,12383.56,2.0,90.461
REC-01094,Motor,Night,Utilities,45.001,54.586,1.5205,11.253,65.25,4924.91,0.0,48.832
REC-01095,Fan,Night,Process-A,71.029,63.266,,9.552,33.39,2030.09,2.0,46.329
REC-01096,Motor,Day,Process-B,61.163,53.751,2.3264,2.795,119.3,778.16,1.0,58.985
REC-01097,Compressor,Day,Process-A,64.23,94.25,2.4015,12.554,84.85,6837.67,2.0,95.471
REC-01098,Fan,Day,Packaging,61.789,52.527,1.3273,9.984,38.71,4340.77,,45.667
REC-01099,Pump,Day,Process-A,90.009,68.434,1.1237,2.478,21.36,7322.92,4.0,68.168
REC-01100,Motor,Day,Process-A,95.048,64.737,1.8183,5.492,109.86,5317.43,3.0,65.935
REC-01101,Fan,Evening,Utilities,46.856,79.494,1.0401,5.815,103.35,,0.0,53.145
REC-01102,Compressor,Evening,Process-B,65.713,44.473,1.2385,7.425,38.72,6002.89,2.0,83.612
REC-01103,Motor,Evening,Utilities,71.78,61.853,1.4921,4.442,95.8,1141.8,2.0,47.357
REC-01104,Compressor,Evening,Packaging,78.622,75.947,1.8816,,64.69,1599.64,4.0,78.505
REC-01105,Compressor,Night,Process-B,83.345,68.824,1.5044,4.958,91.37,3460.28,3.0,101.554
REC-01106,Fan,Day,Process-B,90.812,70.087,1.8015,4.401,20.6,3697.16,2.0,40.152
REC-01107,Motor,Evening,Process-B,91.513,67.1,2.2279,2.86,119.17,1540.4,2.0,66.396
REC-01108,Fan,,Process-B,94.423,60.559,2.2982,4.054,58.86,3445.01,1.0,51.732
REC-01109,Compressor,Day,Process-A,74.595,82.637,1.6918,5.739,43.1,,0.0,70.446
REC-01110,Pump,Evening,Process-A,58.262,61.327,0.9062,2.708,94.47,5411.15,0.0,55.689
REC-01111,Fan,Day,Process-B,65.646,65.592,1.9345,4.202,146.47,9260.83,0.0,61.405
REC-01112,Motor,Day,Packaging,75.766,69.697,1.1971,3.544,49.55,3525.79,2.0,34.808
REC-01113,Pump,Night,Process-A,,59.423,1.9345,2.944,,5995.46,1.0,80.523
REC-01114,Motor,,Utilities,60.436,56.37,0.8699,0.597,31.6,3424.75,0.0,39.756
REC-01115,Compressor,Night,Process-B,94.563,66.365,1.9002,15.909,156.25,4983.39,2.0,120.977
REC-01116,Motor,Day,Process-A,79.814,72.072,,6.933,146.25,3654.51,3.0,65.609
REC-01117,Motor,Evening,Process-B,51.764,66.952,2.1992,13.723,51.03,5049.92,2.0,67.828
REC-01118,Compressor,Day,,107.345,65.055,1.6615,6.626,138.66,4015.0,2.0,80.275
REC-01119,Motor,Day,Process-B,93.138,65.593,2.3106,11.187,74.67,10676.28,3.0,75.301
REC-01120,Fan,Evening,Utilities,76.15,73.448,1.5857,5.098,9.62,2251.52,1.0,45.834
REC-01121,Pump,Day,,79.326,56.611,1.6044,4.215,54.9,7168.15,1.0,67.597
REC-01122,Fan,Night,Process-A,78.867,58.488,3.0755,5.144,,3406.69,1.0,71.68
REC-01123,Fan,Day,Process-A,83.937,81.78,1.1126,1.947,79.41,,,60.737
REC-01124,Motor,Day,Process-A,95.901,70.951,2.7071,3.291,62.34,4206.39,1.0,65.171
REC-01125,Pump,Evening,Process-A,49.277,,2.3047,5.749,53.17,887.98,0.0,58.601
REC-01126,Compressor,Evening,Packaging,80.686,79.145,2.7024,9.088,120.68,10657.29,1.0,101.527
REC-01127,Fan,,Utilities,72.778,77.651,0.7507,2.559,53.51,7527.98,2.0,55.009
REC-01128,Fan,Day,Utilities,79.422,64.962,2.9787,4.247,,4456.9,4.0,51.33
REC-01129,,Day,Process-A,95.011,,1.6702,4.182,11.08,4037.3,0.0,81.909
REC-01130,Motor,Evening,Process-A,65.624,50.721,1.6709,4.542,115.78,6106.56,0.0,60.229
REC-01131,Pump,Day,Process-B,82.162,74.208,1.12,,54.54,1630.92,3.0,60.52
REC-01132,,Night,Process-A,69.617,76.058,1.4728,9.963,114.32,2870.12,1.0,91.095
REC-01133,Motor,Day,Packaging,101.627,89.363,1.7757,0.398,120.24,9539.66,1.0,66.697
REC-01134,Pump,Day,Process-A,63.399,73.239,1.5216,15.297,168.39,1608.34,1.0,70.648
REC-01135,Fan,Evening,Process-B,68.143,57.728,1.2051,5.458,46.21,13209.59,2.0,63.424
REC-01136,Motor,Evening,Process-B,,68.725,1.8114,7.614,63.61,2546.71,0.0,65.573
REC-01137,Pump,Night,Utilities,86.68,74.561,4.1963,10.543,228.07,2770.11,1.0,86.96
REC-01138,Pump,Evening,Process-A,68.189,80.913,1.0192,5.95,,2514.35,3.0,62.444
REC-01139,Compressor,Day,Packaging,61.702,83.943,1.2719,7.33,50.71,14263.95,3.0,80.096
REC-01140,Motor,Evening,Process-A,62.671,76.703,1.8657,3.9,18.18,2359.35,2.0,58.936
REC-01141,Pump,Day,Process-B,84.633,65.379,1.1789,5.09,101.13,1819.7,3.0,78.013
REC-01142,,Night,Packaging,87.53,81.534,2.2168,5.919,12.4,6266.7,2.0,61.519
REC-01143,Motor,Night,Process-B,54.527,,1.1253,9.297,20.19,8063.76,0.0,83.969
REC-01144,Motor,Day,Utilities,69.196,83.32,1.516,3.579,38.54,2238.64,2.0,49.276
REC-01145,Compressor,Day,Process-B,70.338,54.371,0.9158,3.162,53.39,4333.79,0.0,73.182
REC-01146,Fan,Evening,Utilities,85.529,62.573,2.1245,6.744,61.63,4027.32,1.0,39.218
REC-01147,Compressor,Night,,57.848,67.536,1.1545,0.88,,3130.3,0.0,79.324
REC-01148,Compressor,Day,Process-B,50.469,58.32,,20.461,35.07,5791.54,3.0,101.36
REC-01149,Pump,Evening,Process-B,,72.483,2.0899,7.205,5.58,3714.89,1.0,74.426
REC-01150,Motor,Night,Utilities,72.227,51.196,1.1688,5.846,83.95,9746.86,2.0,68.288
REC-01151,Pump,Night,Process-A,76.893,67.646,,4.191,232.46,1473.48,2.0,76.484
REC-01152,Motor,Evening,Packaging,101.55,66.587,0.975,8.762,170.0,11107.49,3.0,59.837
REC-01153,Compressor,Evening,Process-A,84.146,83.92,0.5097,7.47,,621.98,3.0,86.705
REC-01154,Fan,Day,Packaging,81.131,61.485,1.9323,4.216,85.56,3226.27,0.0,41.87
REC-01155,Motor,,Process-A,88.484,55.503,0.8592,6.322,120.95,11608.91,4.0,67.714
REC-01156,Compressor,Evening,Process-B,32.07,71.092,,15.802,15.49,2176.61,1.0,71.571
REC-01157,Motor,Night,Packaging,90.25,70.835,2.3342,4.578,15.93,4982.34,,52.689
REC-01158,Motor,Day,Packaging,66.632,65.265,1.0682,8.593,126.61,3525.86,1.0,42.063
REC-01159,Fan,Day,Process-A,82.97,61.746,3.6129,1.061,218.76,9628.25,3.0,60.441
REC-01160,Pump,Night,Process-A,80.343,76.42,2.4451,3.378,6.27,5081.26,2.0,74.673
REC-01161,Compressor,Night,Process-A,56.715,79.106,0.7459,4.282,56.98,4829.6,1.0,76.216
REC-01162,,Day,Process-B,99.296,56.422,2.0305,,163.76,1321.71,1.0,45.951
REC-01163,Fan,Night,Process-B,,56.971,0.7589,3.704,75.92,3786.73,0.0,65.532
REC-01164,Fan,Evening,Process-A,79.745,76.405,1.5734,8.424,201.94,6194.46,2.0,75.724
REC-01165,Motor,Day,Process-B,94.59,65.169,2.8893,14.471,64.15,9981.07,1.0,72.728
REC-01166,Pump,Day,Process-B,104.144,79.316,2.0444,4.917,130.76,6220.72,4.0,89.418
REC-01167,Pump,Day,Process-A,109.477,71.172,2.7776,7.558,67.14,5697.09,2.0,85.722
REC-01168,Compressor,Evening,Packaging,68.592,46.916,1.0247,12.604,191.48,8643.23,1.0,83.838
REC-01169,Compressor,,Process-A,110.0,74.669,2.8689,1.912,38.38,954.22,2.0,86.622
REC-01170,,Evening,Utilities,72.661,72.137,1.0882,3.002,29.44,8934.38,1.0,55.521
REC-01171,Pump,Night,Utilities,,60.017,1.8359,4.4,36.68,5120.0,1.0,55.656
REC-01172,Pump,Day,Process-A,79.545,84.806,0.6033,3.15,37.55,4178.36,2.0,61.723
REC-01173,Compressor,Evening,Utilities,68.415,44.884,1.7036,5.156,122.58,5591.93,1.0,77.869
REC-01174,Compressor,Day,Process-A,68.127,76.598,1.8269,3.155,102.07,2025.35,3.0,81.069
REC-01175,Compressor,Day,Utilities,67.322,58.774,1.1107,1.886,227.43,1752.4,1.0,68.812
REC-01176,Pump,Day,Utilities,90.334,63.284,,6.906,156.4,6630.18,2.0,76.853
REC-01177,Motor,,Process-B,63.064,,1.702,7.588,75.18,4583.65,1.0,69.472
REC-01178,Compressor,Day,Process-A,62.042,57.537,2.2701,10.896,5.58,5400.6,3.0,77.433
REC-01179,Pump,Day,Process-B,,75.041,1.0727,9.588,252.47,6535.3,5.0,88.037
REC-01180,Motor,Night,Process-A,89.502,65.167,1.3392,15.097,53.62,1555.48,,69.099
REC-01181,Motor,Night,Packaging,73.867,81.752,1.4867,0.664,55.83,2979.23,0.0,58.135
REC-01182,Motor,Day,Utilities,,61.464,1.0321,1.556,24.78,7737.79,1.0,40.652
REC-01183,Motor,Day,Process-B,30.684,68.799,0.7817,5.601,26.39,9444.88,0.0,42.907
REC-01184,Pump,Evening,Utilities,59.041,73.939,2.1176,4.332,,3509.15,0.0,51.596
REC-01185,Compressor,Night,Process-B,66.702,58.966,2.8703,18.401,201.42,3263.53,1.0,95.467
REC-01186,Pump,Day,Process-B,75.416,72.083,1.7962,,125.32,14385.78,1.0,85.693
REC-01187,Compressor,Evening,,62.193,62.615,2.1015,4.429,80.77,5727.15,2.0,65.878
REC-01188,Fan,Day,Utilities,83.983,,2.0495,5.536,168.69,7566.21,1.0,56.464
REC-01189,Motor,Day,Process-A,79.332,68.376,3.2806,5.292,61.07,3930.23,1.0,64.75
REC-01190,Motor,Evening,Utilities,82.611,78.911,3.8026,3.162,,4636.96,1.0,65.583
REC-01191,Pump,Night,Process-B,87.613,70.265,2.3971,3.171,144.31,5789.84,3.0,94.103
REC-01192,Pump,Evening,Process-A,100.485,58.67,1.7572,0.78,101.56,6266.52,0.0,65.474
REC-01193,Compressor,Day,Packaging,44.627,50.644,,1.222,,5338.58,0.0,65.237
REC-01194,Motor,Day,Process-A,65.05,82.133,2.2809,9.32,183.68,10097.61,3.0,80.644
REC-01195,Motor,Evening,Process-A,66.752,51.866,1.0184,8.77,81.24,3589.38,0.0,45.351
REC-01196,Pump,Day,Process-B,58.219,66.474,,1.842,71.61,5770.47,2.0,61.147
REC-01197,Compressor,Night,Process-A,67.093,61.846,2.1957,4.944,139.89,11944.21,0.0,86.593
REC-01198,Motor,Day,Process-A,,64.751,2.0521,15.546,72.26,5565.47,3.0,58.498
REC-01199,Pump,Day,Utilities,50.571,53.978,2.556,4.907,20.04,1732.2,0.0,42.404
REC-01200,Fan,Day,Packaging,71.275,66.987,2.161,5.329,64.47,6783.57,3.0,61.504
